rpm,torque,efficiency
4048.964111,1.632653,0.798086
4210.922852,1.632653,0.797108
4372.881348,1.632653,0.796081
4534.839844,1.632653,0.795007
4696.798340,1.632653,0.793885
4858.756836,1.632653,0.792720
5020.715820,1.632653,0.791512
5182.674316,1.632653,0.790265
5344.632812,1.632653,0.788981
5506.591309,1.632653,0.787663
5668.549805,1.632653,0.786315
5830.508301,1.632653,0.784938
5992.467285,1.632653,0.783536
6154.425781,1.632653,0.782112
6316.384277,1.632653,0.780667
6478.342773,1.632653,0.779204
6640.301270,1.632653,0.777725
6802.259766,1.632653,0.776231
6964.218262,1.632653,0.774723
7126.177246,1.632653,0.773203
7288.135742,1.632653,0.771670
7450.094238,1.632653,0.770125
7612.052734,1.632653,0.768569
7774.011230,1.632653,0.767001
7935.969727,1.632653,0.765420
8097.928223,1.632653,0.763827
8259.886719,1.632653,0.762221
8421.845703,1.632653,0.760601
8583.803711,1.632653,0.758967
8745.762695,1.632653,0.757318
8907.721680,1.632653,0.755653
9069.679688,1.632653,0.753973
9231.638672,1.632653,0.752276
9393.596680,1.632653,0.750562
9555.555664,1.632653,0.748830
0.000000,3.265306,0.810133
161.958572,3.265306,0.810170
323.917145,3.265306,0.810148
485.875702,3.265306,0.810082
647.834290,3.265306,0.809980
809.792847,3.265306,0.809846
971.751404,3.265306,0.809685
1133.709961,3.265306,0.809496
1295.668579,3.265306,0.809282
1457.627075,3.265306,0.809043
1619.585693,3.265306,0.808778
1781.544312,3.265306,0.808487
1943.502808,3.265306,0.808168
2105.461426,3.265306,0.807818
2267.419922,3.265306,0.807437
2429.378418,3.265306,0.807020
2591.337158,3.265306,0.806565
2753.295654,3.265306,0.806069
2915.254150,3.265306,0.805528
3077.212891,3.265306,0.804939
3239.171387,3.265306,0.804299
3401.129883,3.265306,0.803605
3563.088623,3.265306,0.802856
3725.047119,3.265306,0.802049
3887.005615,3.265306,0.801183
4048.964111,3.265306,0.800258
4210.922852,3.265306,0.799273
4372.881348,3.265306,0.798230
4534.839844,3.265306,0.797130
4696.798340,3.265306,0.795975
4858.756836,3.265306,0.794768
5020.715820,3.265306,0.793512
5182.674316,3.265306,0.792211
5344.632812,3.265306,0.790868
5506.591309,3.265306,0.789487
5668.549805,3.265306,0.788073
5830.508301,3.265306,0.786629
5992.467285,3.265306,0.785159
6154.425781,3.265306,0.783667
6316.384277,3.265306,0.782156
6478.342773,3.265306,0.780629
6640.301270,3.265306,0.779088
6802.259766,3.265306,0.777535
6964.218262,3.265306,0.775973
7126.177246,3.265306,0.774402
7288.135742,3.265306,0.772823
7450.094238,3.265306,0.771236
7612.052734,3.265306,0.769642
7774.011230,3.265306,0.768040
7935.969727,3.265306,0.766429
8097.928223,3.265306,0.764810
8259.886719,3.265306,0.763181
8421.845703,3.265306,0.761542
8583.803711,3.265306,0.759891
8745.762695,3.265306,0.758228
8907.721680,3.265306,0.756551
9069.679688,3.265306,0.754861
9231.638672,3.265306,0.753156
9393.596680,3.265306,0.751435
9555.555664,3.265306,0.749697
0.000000,4.897959,0.811141
161.958572,4.897959,0.811216
323.917145,4.897959,0.811235
485.875702,4.897959,0.811216
647.834290,4.897959,0.811167
809.792847,4.897959,0.811093
971.751404,4.897959,0.810995
1133.709961,4.897959,0.810876
1295.668579,4.897959,0.810736
1457.627075,4.897959,0.810577
1619.585693,4.897959,0.810395
1781.544312,4.897959,0.810191
1943.502808,4.897959,0.809960
2105.461426,4.897959,0.809701
2267.419922,4.897959,0.809410
2429.378418,4.897959,0.809082
2591.337158,4.897959,0.808713
2753.295654,4.897959,0.808298
2915.254150,4.897959,0.807833
3077.212891,4.897959,0.807313
3239.171387,4.897959,0.806733
3401.129883,4.897959,0.806090
3563.088623,4.897959,0.805381
3725.047119,4.897959,0.804602
3887.005615,4.897959,0.803752
4048.964111,4.897959,0.802831
4210.922852,4.897959,0.801837
4372.881348,4.897959,0.800772
4534.839844,4.897959,0.799639
4696.798340,4.897959,0.798440
4858.756836,4.897959,0.797178
5020.715820,4.897959,0.795857
5182.674316,4.897959,0.794484
5344.632812,4.897959,0.793062
5506.591309,4.897959,0.791598
5668.549805,4.897959,0.790096
5830.508301,4.897959,0.788562
5992.467285,4.897959,0.787002
6154.425781,4.897959,0.785420
6316.384277,4.897959,0.783821
6478.342773,4.897959,0.782209
6640.301270,4.897959,0.780586
6802.259766,4.897959,0.778957
6964.218262,4.897959,0.777322
7126.177246,4.897959,0.775684
7288.135742,4.897959,0.774043
7450.094238,4.897959,0.772400
7612.052734,4.897959,0.770755
7774.011230,4.897959,0.769108
7935.969727,4.897959,0.767458
8097.928223,4.897959,0.765804
8259.886719,4.897959,0.764145
8421.845703,4.897959,0.762479
8583.803711,4.897959,0.760806
8745.762695,4.897959,0.759124
8907.721680,4.897959,0.757432
9069.679688,4.897959,0.755729
9231.638672,4.897959,0.754013
9393.596680,4.897959,0.752283
9555.555664,4.897959,0.750538
0.000000,6.530612,0.812175
161.958572,6.530612,0.812298
323.917145,6.530612,0.812372
485.875702,6.530612,0.812415
647.834290,6.530612,0.812435
809.792847,6.530612,0.812436
971.751404,6.530612,0.812422
1133.709961,6.530612,0.812393
1295.668579,6.530612,0.812351
1457.627075,6.530612,0.812295
1619.585693,6.530612,0.812222
1781.544312,6.530612,0.812130
1943.502808,6.530612,0.812016
2105.461426,6.530612,0.811874
2267.419922,6.530612,0.811700
2429.378418,6.530612,0.811488
2591.337158,6.530612,0.811231
2753.295654,6.530612,0.810923
2915.254150,6.530612,0.810557
3077.212891,6.530612,0.810126
3239.171387,6.530612,0.809625
3401.129883,6.530612,0.809048
3563.088623,6.530612,0.808390
3725.047119,6.530612,0.807648
3887.005615,6.530612,0.806819
4048.964111,6.530612,0.805902
4210.922852,6.530612,0.804897
4372.881348,6.530612,0.803804
4534.839844,6.530612,0.802627
4696.798340,6.530612,0.801370
4858.756836,6.530612,0.800036
5020.715820,6.530612,0.798632
5182.674316,6.530612,0.797165
5344.632812,6.530612,0.795641
5506.591309,6.530612,0.794067
5668.549805,6.530612,0.792452
5830.508301,6.530612,0.790801
5992.467285,6.530612,0.789124
6154.425781,6.530612,0.787425
6316.384277,6.530612,0.785711
6478.342773,6.530612,0.783987
6640.301270,6.530612,0.782258
6802.259766,6.530612,0.780528
6964.218262,6.530612,0.778799
7126.177246,6.530612,0.777073
7288.135742,6.530612,0.775352
7450.094238,6.530612,0.773636
7612.052734,6.530612,0.771926
7774.011230,6.530612,0.770220
7935.969727,6.530612,0.768518
8097.928223,6.530612,0.766819
8259.886719,6.530612,0.765120
8421.845703,6.530612,0.763421
8583.803711,6.530612,0.761719
8745.762695,6.530612,0.760013
8907.721680,6.530612,0.758300
9069.679688,6.530612,0.756579
9231.638672,6.530612,0.754849
9393.596680,6.530612,0.753108
9555.555664,6.530612,0.751354
0.000000,8.163265,0.813246
161.958572,8.163265,0.813430
323.917145,8.163265,0.813574
485.875702,8.163265,0.813696
647.834290,8.163265,0.813803
809.792847,8.163265,0.813902
971.751404,8.163265,0.813994
1133.709961,8.163265,0.814082
1295.668579,8.163265,0.814164
1457.627075,8.163265,0.814239
1619.585693,8.163265,0.814305
1781.544312,8.163265,0.814358
1943.502808,8.163265,0.814392
2105.461426,8.163265,0.814400
2267.419922,8.163265,0.814376
2429.378418,8.163265,0.814312
2591.337158,8.163265,0.814198
2753.295654,8.163265,0.814025
2915.254150,8.163265,0.813786
3077.212891,8.163265,0.813469
3239.171387,8.163265,0.813069
3401.129883,8.163265,0.812576
3563.088623,8.163265,0.811984
3725.047119,8.163265,0.811289
3887.005615,8.163265,0.810487
4048.964111,8.163265,0.809576
4210.922852,8.163265,0.808555
4372.881348,8.163265,0.807427
4534.839844,8.163265,0.806195
4696.798340,8.163265,0.804863
4858.756836,8.163265,0.803438
5020.715820,8.163265,0.801927
5182.674316,8.163265,0.800340
5344.632812,8.163265,0.798685
5506.591309,8.163265,0.796972
5668.549805,8.163265,0.795211
5830.508301,8.163265,0.793412
5992.467285,8.163265,0.791584
6154.425781,8.163265,0.789736
6316.384277,8.163265,0.787875
6478.342773,8.163265,0.786009
6640.301270,8.163265,0.784145
6802.259766,8.163265,0.782285
6964.218262,8.163265,0.780436
7126.177246,8.163265,0.778598
7288.135742,8.163265,0.776775
7450.094238,8.163265,0.774966
7612.052734,8.163265,0.773171
7774.011230,8.163265,0.771391
7935.969727,8.163265,0.769623
8097.928223,8.163265,0.767865
8259.886719,8.163265,0.766116
8421.845703,8.163265,0.764374
8583.803711,8.163265,0.762635
8745.762695,8.163265,0.760897
8907.721680,8.163265,0.759158
9069.679688,8.163265,0.757416
9231.638672,8.163265,0.755668
9393.596680,8.163265,0.753911
9555.555664,8.163265,0.752146
0.000000,9.795918,0.814365
161.958572,9.795918,0.814625
323.917145,9.795918,0.814857
485.875702,9.795918,0.815077
647.834290,9.795918,0.815295
809.792847,9.795918,0.815516
971.751404,9.795918,0.815742
1133.709961,9.795918,0.815974
1295.668579,9.795918,0.816212
1457.627075,9.795918,0.816453
1619.585693,9.795918,0.816692
1781.544312,9.795918,0.816926
1943.502808,9.795918,0.817145
2105.461426,9.795918,0.817341
2267.419922,9.795918,0.817505
2429.378418,9.795918,0.817626
2591.337158,9.795918,0.817691
2753.295654,9.795918,0.817689
2915.254150,9.795918,0.817607
3077.212891,9.795918,0.817434
3239.171387,9.795918,0.817159
3401.129883,9.795918,0.816772
3563.088623,9.795918,0.816263
3725.047119,9.795918,0.815627
3887.005615,9.795918,0.814858
4048.964111,9.795918,0.813955
4210.922852,9.795918,0.812915
4372.881348,9.795918,0.811742
4534.839844,9.795918,0.810440
4696.798340,9.795918,0.809015
4858.756836,9.795918,0.807476
5020.715820,9.795918,0.805832
5182.674316,9.795918,0.804094
5344.632812,9.795918,0.802275
5506.591309,9.795918,0.800388
5668.549805,9.795918,0.798445
5830.508301,9.795918,0.796459
5992.467285,9.795918,0.794443
6154.425781,9.795918,0.792408
6316.384277,9.795918,0.790364
6478.342773,9.795918,0.788320
6640.301270,9.795918,0.786285
6802.259766,9.795918,0.784265
6964.218262,9.795918,0.782264
7126.177246,9.795918,0.780286
7288.135742,9.795918,0.778334
7450.094238,9.795918,0.776409
7612.052734,9.795918,0.774509
7774.011230,9.795918,0.772635
7935.969727,9.795918,0.770784
8097.928223,9.795918,0.768954
8259.886719,9.795918,0.767142
8421.845703,9.795918,0.765345
8583.803711,9.795918,0.763560
8745.762695,9.795918,0.761783
8907.721680,9.795918,0.760011
9069.679688,9.795918,0.758241
9231.638672,9.795918,0.756471
9393.596680,9.795918,0.754696
9555.555664,9.795918,0.752915
0.000000,11.428572,0.815542
161.958572,11.428572,0.815897
323.917145,11.428572,0.816236
485.875702,11.428572,0.816577
647.834290,11.428572,0.816931
809.792847,11.428572,0.817301
971.751404,11.428572,0.817690
1133.709961,11.428572,0.818100
1295.668579,11.428572,0.818529
1457.627075,11.428572,0.818973
1619.585693,11.428572,0.819426
1781.544312,11.428572,0.819881
1943.502808,11.428572,0.820328
2105.461426,11.428572,0.820755
2267.419922,11.428572,0.821149
2429.378418,11.428572,0.821497
2591.337158,11.428572,0.821782
2753.295654,11.428572,0.821988
2915.254150,11.428572,0.822101
3077.212891,11.428572,0.822104
3239.171387,11.428572,0.821983
3401.129883,11.428572,0.821725
3563.088623,11.428572,0.821319
3725.047119,11.428572,0.820755
3887.005615,11.428572,0.820027
4048.964111,11.428572,0.819132
4210.922852,11.428572,0.818070
4372.881348,11.428572,0.816842
4534.839844,11.428572,0.815455
4696.798340,11.428572,0.813916
4858.756836,11.428572,0.812236
5020.715820,11.428572,0.810428
5182.674316,11.428572,0.808506
5344.632812,11.428572,0.806486
5506.591309,11.428572,0.804384
5668.549805,11.428572,0.802218
5830.508301,11.428572,0.800004
5992.467285,11.428572,0.797756
6154.425781,11.428572,0.795491
6316.384277,11.428572,0.793222
6478.342773,11.428572,0.790961
6640.301270,11.428572,0.788716
6802.259766,11.428572,0.786498
6964.218262,11.428572,0.784312
7126.177246,11.428572,0.782163
7288.135742,11.428572,0.780053
7450.094238,11.428572,0.777984
7612.052734,11.428572,0.775956
7774.011230,11.428572,0.773966
7935.969727,11.428572,0.772014
8097.928223,11.428572,0.770095
8259.886719,11.428572,0.768205
8421.845703,11.428572,0.766342
8583.803711,11.428572,0.764500
8745.762695,11.428572,0.762675
8907.721680,11.428572,0.760863
9069.679688,11.428572,0.759059
9231.638672,11.428572,0.757261
9393.596680,11.428572,0.755463
9555.555664,11.428572,0.753664
0.000000,13.061225,0.816786
161.958572,13.061225,0.817254
323.917145,13.061225,0.817722
485.875702,13.061225,0.818210
647.834290,13.061225,0.818725
809.792847,13.061225,0.819275
971.751404,13.061225,0.819862
1133.709961,13.061225,0.820485
1295.668579,13.061225,0.821144
1457.627075,13.061225,0.821831
1619.585693,13.061225,0.822541
1781.544312,13.061225,0.823262
1943.502808,13.061225,0.823982
2105.461426,13.061225,0.824687
2267.419922,13.061225,0.825358
2429.378418,13.061225,0.825978
2591.337158,13.061225,0.826528
2753.295654,13.061225,0.826986
2915.254150,13.061225,0.827332
3077.212891,13.061225,0.827546
3239.171387,13.061225,0.827611
3401.129883,13.061225,0.827508
3563.088623,13.061225,0.827224
3725.047119,13.061225,0.826747
3887.005615,13.061225,0.826069
4048.964111,13.061225,0.825185
4210.922852,13.061225,0.824095
4372.881348,13.061225,0.822801
4534.839844,13.061225,0.821311
4696.798340,13.061225,0.819635
4858.756836,13.061225,0.817786
5020.715820,13.061225,0.815781
5182.674316,13.061225,0.813638
5344.632812,13.061225,0.811377
5506.591309,13.061225,0.809018
5668.549805,13.061225,0.806583
5830.508301,13.061225,0.804094
5992.467285,13.061225,0.801569
6154.425781,13.061225,0.799028
6316.384277,13.061225,0.796488
6478.342773,13.061225,0.793964
6640.301270,13.061225,0.791469
6802.259766,13.061225,0.789013
6964.218262,13.061225,0.786604
7126.177246,13.061225,0.784249
7288.135742,13.061225,0.781949
7450.094238,13.061225,0.779708
7612.052734,13.061225,0.777524
7774.011230,13.061225,0.775397
7935.969727,13.061225,0.773322
8097.928223,13.061225,0.771295
8259.886719,13.061225,0.769313
8421.845703,13.061225,0.767369
8583.803711,13.061225,0.765459
8745.762695,13.061225,0.763576
8907.721680,13.061225,0.761715
9069.679688,13.061225,0.759871
9231.638672,13.061225,0.758039
9393.596680,13.061225,0.756215
9555.555664,13.061225,0.754393
0.000000,14.693877,0.818101
161.958572,14.693877,0.818704
323.917145,14.693877,0.819324
485.875702,14.693877,0.819982
647.834290,14.693877,0.820689
809.792847,14.693877,0.821450
971.751404,14.693877,0.822268
1133.709961,14.693877,0.823144
1295.668579,14.693877,0.824072
1457.627075,14.693877,0.825046
1619.585693,14.693877,0.826057
1781.544312,14.693877,0.827092
1943.502808,14.693877,0.828134
2105.461426,14.693877,0.829165
2267.419922,14.693877,0.830162
2429.378418,14.693877,0.831104
2591.337158,14.693877,0.831964
2753.295654,14.693877,0.832717
2915.254150,14.693877,0.833338
3077.212891,14.693877,0.833801
3239.171387,14.693877,0.834084
3401.129883,14.693877,0.834164
3563.088623,14.693877,0.834024
3725.047119,14.693877,0.833649
3887.005615,14.693877,0.833029
4048.964111,14.693877,0.832159
4210.922852,14.693877,0.831036
4372.881348,14.693877,0.829665
4534.839844,14.693877,0.828054
4696.798340,14.693877,0.826217
4858.756836,14.693877,0.824170
5020.715820,14.693877,0.821933
5182.674316,14.693877,0.819529
5344.632812,14.693877,0.816984
5506.591309,14.693877,0.814323
5668.549805,14.693877,0.811573
5830.508301,14.693877,0.808759
5992.467285,14.693877,0.805908
6154.425781,14.693877,0.803043
6316.384277,14.693877,0.800185
6478.342773,14.693877,0.797352
6640.301270,14.693877,0.794562
6802.259766,14.693877,0.791826
6964.218262,14.693877,0.789155
7126.177246,14.693877,0.786557
7288.135742,14.693877,0.784034
7450.094238,14.693877,0.781590
7612.052734,14.693877,0.779224
7774.011230,14.693877,0.776933
7935.969727,14.693877,0.774714
8097.928223,14.693877,0.772562
8259.886719,14.693877,0.770470
8421.845703,14.693877,0.768432
8583.803711,14.693877,0.766441
8745.762695,14.693877,0.764489
8907.721680,14.693877,0.762571
9069.679688,14.693877,0.760680
9231.638672,14.693877,0.758808
9393.596680,14.693877,0.756952
9555.555664,14.693877,0.755104
0.000000,16.326530,0.819490
161.958572,16.326530,0.820246
323.917145,16.326530,0.821040
485.875702,16.326530,0.821896
647.834290,16.326530,0.822822
809.792847,16.326530,0.823827
971.751404,16.326530,0.824912
1133.709961,16.326530,0.826076
1295.668579,16.326530,0.827315
1457.627075,16.326530,0.828620
1619.585693,16.326530,0.829978
1781.544312,16.326530,0.831374
1943.502808,16.326530,0.832786
2105.461426,16.326530,0.834192
2267.419922,16.326530,0.835565
2429.378418,16.326530,0.836875
2591.337158,16.326530,0.838093
2753.295654,16.326530,0.839187
2915.254150,16.326530,0.840124
3077.212891,16.326530,0.840873
3239.171387,16.326530,0.841407
3401.129883,16.326530,0.841698
3563.088623,16.326530,0.841724
3725.047119,16.326530,0.841467
3887.005615,16.326530,0.840914
4048.964111,16.326530,0.840058
4210.922852,16.326530,0.838898
4372.881348,16.326530,0.837439
4534.839844,16.326530,0.835690
4696.798340,16.326530,0.833667
4858.756836,16.326530,0.831392
5020.715820,16.326530,0.828888
5182.674316,16.326530,0.826185
5344.632812,16.326530,0.823313
5506.591309,16.326530,0.820304
5668.549805,16.326530,0.817191
5830.508301,16.326530,0.814006
5992.467285,16.326530,0.810779
6154.425781,16.326530,0.807541
6316.384277,16.326530,0.804316
6478.342773,16.326530,0.801129
6640.301270,16.326530,0.797998
6802.259766,16.326530,0.794941
6964.218262,16.326530,0.791968
7126.177246,16.326530,0.789090
7288.135742,16.326530,0.786311
7450.094238,16.326530,0.783633
7612.052734,16.326530,0.781056
7774.011230,16.326530,0.778578
7935.969727,16.326530,0.776193
8097.928223,16.326530,0.773895
8259.886719,16.326530,0.771677
8421.845703,16.326530,0.769530
8583.803711,16.326530,0.767446
8745.762695,16.326530,0.765416
8907.721680,16.326530,0.763432
9069.679688,16.326530,0.761485
9231.638672,16.326530,0.759568
9393.596680,16.326530,0.757674
9555.555664,16.326530,0.755796
0.000000,17.959183,0.820945
161.958572,17.959183,0.821874
323.917145,17.959183,0.822865
485.875702,17.959183,0.823942
647.834290,17.959183,0.825116
809.792847,17.959183,0.826394
971.751404,17.959183,0.827779
1133.709961,17.959183,0.829269
1295.668579,17.959183,0.830857
1457.627075,17.959183,0.832534
1619.585693,17.959183,0.834282
1781.544312,17.959183,0.836083
1943.502808,17.959183,0.837912
2105.461426,17.959183,0.839740
2267.419922,17.959183,0.841535
2429.378418,17.959183,0.843261
2591.337158,17.959183,0.844881
2753.295654,17.959183,0.846357
2915.254150,17.959183,0.847649
3077.212891,17.959183,0.848721
3239.171387,17.959183,0.849537
3401.129883,17.959183,0.850065
3563.088623,17.959183,0.850278
3725.047119,17.959183,0.850153
3887.005615,17.959183,0.849676
4048.964111,17.959183,0.848838
4210.922852,17.959183,0.847636
4372.881348,17.959183,0.846077
4534.839844,17.959183,0.844172
4696.798340,17.959183,0.841942
4858.756836,17.959183,0.839410
5020.715820,17.959183,0.836607
5182.674316,17.959183,0.833568
5344.632812,17.959183,0.830329
5506.591309,17.959183,0.826929
5668.549805,17.959183,0.823408
5830.508301,17.959183,0.819805
5992.467285,17.959183,0.816156
6154.425781,17.959183,0.812498
6316.384277,17.959183,0.808862
6478.342773,17.959183,0.805275
6640.301270,17.959183,0.801763
6802.259766,17.959183,0.798343
6964.218262,17.959183,0.795031
7126.177246,17.959183,0.791838
7288.135742,17.959183,0.788770
7450.094238,17.959183,0.785830
7612.052734,17.959183,0.783016
7774.011230,17.959183,0.780326
7935.969727,17.959183,0.777754
8097.928223,17.959183,0.775293
8259.886719,17.959183,0.772932
8421.845703,17.959183,0.770662
8583.803711,17.959183,0.768473
8745.762695,17.959183,0.766354
8907.721680,17.959183,0.764295
9069.679688,17.959183,0.762287
9231.638672,17.959183,0.760318
9393.596680,17.959183,0.758382
9555.555664,17.959183,0.756470
0.000000,19.591837,0.822456
161.958572,19.591837,0.823574
323.917145,19.591837,0.824781
485.875702,19.591837,0.826101
647.834290,19.591837,0.827547
809.792847,19.591837,0.829126
971.751404,19.591837,0.830840
1133.709961,19.591837,0.832687
1295.668579,19.591837,0.834659
1457.627075,19.591837,0.836743
1619.585693,19.591837,0.838920
1781.544312,19.591837,0.841166
1943.502808,19.591837,0.843452
2105.461426,19.591837,0.845744
2267.419922,19.591837,0.848002
2429.378418,19.591837,0.850184
2591.337158,19.591837,0.852246
2753.295654,19.591837,0.854142
2915.254150,19.591837,0.855825
3077.212891,19.591837,0.857250
3239.171387,19.591837,0.858376
3401.129883,19.591837,0.859164
3563.088623,19.591837,0.859582
3725.047119,19.591837,0.859604
3887.005615,19.591837,0.859210
4048.964111,19.591837,0.858391
4210.922852,19.591837,0.857144
4372.881348,19.591837,0.855475
4534.839844,19.591837,0.853401
4696.798340,19.591837,0.850942
4858.756836,19.591837,0.848130
5020.715820,19.591837,0.844999
5182.674316,19.591837,0.841591
5344.632812,19.591837,0.837950
5506.591309,19.591837,0.834122
5668.549805,19.591837,0.830153
5830.508301,19.591837,0.826091
5992.467285,19.591837,0.821980
6154.425781,19.591837,0.817862
6316.384277,19.591837,0.813774
6478.342773,19.591837,0.809750
6640.301270,19.591837,0.805817
6802.259766,19.591837,0.802000
6964.218262,19.591837,0.798316
7126.177246,19.591837,0.794777
7288.135742,19.591837,0.791391
7450.094238,19.591837,0.788162
7612.052734,19.591837,0.785088
7774.011230,19.591837,0.782166
7935.969727,19.591837,0.779388
8097.928223,19.591837,0.776746
8259.886719,19.591837,0.774228
8421.845703,19.591837,0.771823
8583.803711,19.591837,0.769518
8745.762695,19.591837,0.767301
8907.721680,19.591837,0.765160
9069.679688,19.591837,0.763082
9231.638672,19.591837,0.761057
9393.596680,19.591837,0.759074
9555.555664,19.591837,0.757124
0.000000,21.224489,0.824003
161.958572,21.224489,0.825324
323.917145,21.224489,0.826762
485.875702,21.224489,0.828343
647.834290,21.224489,0.830079
809.792847,21.224489,0.831979
971.751404,21.224489,0.834046
1133.709961,21.224489,0.836275
1295.668579,21.224489,0.838657
1457.627075,21.224489,0.841177
1619.585693,21.224489,0.843813
1781.544312,21.224489,0.846536
1943.502808,21.224489,0.849311
2105.461426,21.224489,0.852098
2267.419922,21.224489,0.854852
2429.378418,21.224489,0.857522
2591.337158,21.224489,0.860057
2753.295654,21.224489,0.862402
2915.254150,21.224489,0.864503
3077.212891,21.224489,0.866307
3239.171387,21.224489,0.867765
3401.129883,21.224489,0.868832
3563.088623,21.224489,0.869470
3725.047119,21.224489,0.869648
3887.005615,21.224489,0.869344
4048.964111,21.224489,0.868546
4210.922852,21.224489,0.867251
4372.881348,21.224489,0.865467
4534.839844,21.224489,0.863211
4696.798340,21.224489,0.860509
4858.756836,21.224489,0.857397
5020.715820,21.224489,0.853917
5182.674316,21.224489,0.850115
5344.632812,21.224489,0.846045
5506.591309,21.224489,0.841759
5668.549805,21.224489,0.837313
5830.508301,21.224489,0.832761
5992.467285,21.224489,0.828156
6154.425781,21.224489,0.823546
6316.384277,21.224489,0.818975
6478.342773,21.224489,0.814482
6640.301270,21.224489,0.810101
6802.259766,21.224489,0.805859
6964.218262,21.224489,0.801776
7126.177246,21.224489,0.797867
7288.135742,21.224489,0.794141
7450.094238,21.224489,0.790601
7612.052734,21.224489,0.787248
7774.011230,21.224489,0.784076
7935.969727,21.224489,0.781077
8097.928223,21.224489,0.778241
8259.886719,21.224489,0.775554
8421.845703,21.224489,0.773003
8583.803711,21.224489,0.770573
8745.762695,21.224489,0.768251
8907.721680,21.224489,0.766020
9069.679688,21.224489,0.763868
9231.638672,21.224489,0.761782
9393.596680,21.224489,0.759748
9555.555664,21.224489,0.757757
0.000000,22.857143,0.825560
161.958572,22.857143,0.827093
323.917145,22.857143,0.828771
485.875702,22.857143,0.830622
647.834290,22.857143,0.832661
809.792847,22.857143,0.834896
971.751404,22.857143,0.837329
1133.709961,22.857143,0.839956
1295.668579,22.857143,0.842765
1457.627075,22.857143,0.845739
1619.585693,22.857143,0.848852
1781.544312,22.857143,0.852071
1943.502808,22.857143,0.855355
2105.461426,22.857143,0.858659
2267.419922,22.857143,0.861928
2429.378418,22.857143,0.865107
2591.337158,22.857143,0.868134
2753.295654,22.857143,0.870947
2915.254150,22.857143,0.873483
3077.212891,22.857143,0.875682
3239.171387,22.857143,0.877486
3401.129883,22.857143,0.878843
3563.088623,22.857143,0.879711
3725.047119,22.857143,0.880052
3887.005615,22.857143,0.879843
4048.964111,22.857143,0.879067
4210.922852,22.857143,0.877724
4372.881348,22.857143,0.875820
4534.839844,22.857143,0.873376
4696.798340,22.857143,0.870423
4858.756836,22.857143,0.867001
5020.715820,22.857143,0.863158
5182.674316,22.857143,0.858949
5344.632812,22.857143,0.854432
5506.591309,22.857143,0.849672
5668.549805,22.857143,0.844730
5830.508301,22.857143,0.839670
5992.467285,22.857143,0.834551
6154.425781,22.857143,0.829430
6316.384277,22.857143,0.824358
